case_num,date_filed,status,num_employees,location,nlrb_region,case_url,charged_party
02-CB-302164,08/26/2022,Open,100,"White Plains, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CB-302164,Local 210 (Martine Center Nursing Rehabilitation)
29-CB-302222,08/26/2022,Open,60,"Saint Albans, NY","Region 29, Brooklyn, New York",https://www.nlrb.gov/case/29-CB-302222,"United Service Workers, Local 74 (Montefiore Cemetery)"
18-CA-302211,08/26/2022,Open,30,"Minneapolis, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302211,M Health Fairview
27-CA-302145,08/26/2022,Open,900,"Littleton, CO","Region 27, Denver, Colorado",https://www.nlrb.gov/case/27-CA-302145,"Veho Tech, Inc."
05-CA-302288,08/26/2022,Open,120,"Point of Rocks, MD","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CA-302288,Canam Steel Corp.
18-CA-302226,08/26/2022,Open,1700,"Saint Paul, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302226,M Health Fairview
07-CA-302414,08/26/2022,Open,50,"Southfield, MI","Region 07, Detroit, Michigan",https://www.nlrb.gov/case/07-CA-302414,Barton Malow Company
12-CB-302151,08/26/2022,Open,50,"Miami, FL","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CB-302151,"International Longshoreman Association, Local 1416 (South Florida Container Terminal)"
10-CA-302188,08/26/2022,Open,20,"Opelika, AL","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302188,AT&T
10-CA-302193,08/26/2022,Open,20,"Alpharetta, GA","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302193,McDonald's
18-CB-302223,08/26/2022,Open,10,"Duluth, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CB-302223,Amalgamated Transit Union (Jefferson Lines)
06-CA-302126,08/26/2022,Open,20,"Pittsburgh, PA","Region 06, Pittsburgh, Pennsylvania",https://www.nlrb.gov/case/06-CA-302126,First Student
15-CB-302303,08/26/2022,Open,100,"New Orleans, LA","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CB-302303,International Brotherhood of Teamsters Local 270 (Various Employers)
14-CA-302136,08/26/2022,Open,300,"Kansas City, KS","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CA-302136,United States Postal Service
07-CA-302209,08/26/2022,Open,250,"Ann Arbor, MI","Region 07, Detroit, Michigan",https://www.nlrb.gov/case/07-CA-302209,United States Postal Service
18-CB-302230,08/26/2022,Open,10,"Superior, WI","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CB-302230,Bricklayers and Allied Craftworkers District Council of Wisconsin Local 2 (JT Thorp & Son)
18-CA-302206,08/26/2022,Open,1700,"St. Paul, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302206,M Health Fairview
13-CB-302182,08/26/2022,Open,400,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CB-302182,UFCW Local 1546 (Amity Packing Company Inc.)
05-CB-302168,08/26/2022,Open,25,"Washington, DC","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CB-302168,"Wardrobe Union, Local 772, I.A.T.S.E., AFL-CIO (John F. Kennedy Center for the Performing Arts)"
18-CA-302225,08/26/2022,Open,1016,"Minneapolis, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302225,Children's Minnesota
18-CA-302228,08/26/2022,Open,75,"Hudson, WI","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302228,General Motors
22-CA-302239,08/26/2022,Open,12000,"Secaucus, NJ","Region 22, Newark, New Jersey",https://www.nlrb.gov/case/22-CA-302239,United Parcel Service
18-CA-302236,08/26/2022,Open,473,"St. Paul, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302236,Children's Minnesota
18-CA-302189,08/26/2022,Open,1055,"Saint Louis Park, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302189,Methodist Hospital
01-CA-302400,08/26/2022,Open,15,"Bedford, NH","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-302400,Coca-Cola Bottling Company
20-CA-302382,08/26/2022,Open,120,"Sacramento, CA","Region 20, San Francisco, California",https://www.nlrb.gov/case/20-CA-302382,"Sodexo, SAFE Credit Union Convention Center"
14-CA-302098,08/26/2022,Open,24,"Fort Leonard Wood, MO","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CA-302098,American Water
28-CA-302380,08/26/2022,Open,50,"Albuquerque, NM","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302380,"NBC Studios, LLC d/b/a Northern Entertainment Productions, LLC and NBC Universal AND On Location Education, Joint Employers"
18-CA-302187,08/26/2022,Open,1055,"Saint Louis Park, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302187,Methodist Hospital
15-CA-302292,08/26/2022,Open,500,"Columbus AFB, MS","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-302292,"M1 Support Services, LP"
20-CA-302339,08/26/2022,Open,500,"Sacramento, CA","Region 20, San Francisco, California",https://www.nlrb.gov/case/20-CA-302339,Pacific Bell Telephone Company
01-CA-302251,08/26/2022,Open,25,"West Hartford, CT","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-302251,NBC Universal - WVIT-TV
13-CB-302180,08/26/2022,Open,400,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CB-302180,UFCW Local 1546 (Amity Packing Company Inc.)
18-CA-302240,08/26/2022,Open,473,"St. Paul, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302240,Children's Minnesota
28-CA-302269,08/26/2022,Open,25,"Phoenix, AZ","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302269,KHRG Palomar Phoenix LLC
10-CA-302195,08/26/2022,Open,20,"Opelika, AL","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302195,AT&T
13-CA-302260,08/26/2022,Open,50,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CA-302260,WMAQ TV
18-CA-302190,08/26/2022,Open,1055,"Saint Louis Park, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302190,Methodist Hospital
08-CB-302161,08/26/2022,Closed,100,"Sandusky, OH","Region 08, Cleveland, Ohio",https://www.nlrb.gov/case/08-CB-302161,OCSCA (Ohio Veterans Home)
32-CA-302271,08/26/2022,Open,50,"Castro Valley, CA","Region 32, Oakland, California",https://www.nlrb.gov/case/32-CA-302271,Sutter Eden Medical Center
27-CA-302140,08/25/2022,Open,100,"Aurora, CO","Region 27, Denver, Colorado",https://www.nlrb.gov/case/27-CA-302140,United States Postal Service
21-CA-302272,08/25/2022,Open,100,"Anaheim, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302272,Anaheim Crest Nursing Center
14-CA-302119,08/25/2022,Open,100,"Saint Louis, MO","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CA-302119,United States Postal Service
16-CA-302389,08/25/2022,Open,300,"Katy, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302389,CAMERON
22-CA-302037,08/25/2022,Open,22,"Middlesex, NJ","Region 22, Newark, New Jersey",https://www.nlrb.gov/case/22-CA-302037,United States Postal Service
01-CA-302074,08/25/2022,Closed,1000,"Stamford, CT","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-302074,United States Postal Service
19-CA-302068,08/25/2022,Open,160000,"Seattle, WA","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-302068,Starbucks Corporation
05-CA-302347,08/25/2022,Open,350,"Washington, DC","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CA-302347,International Brotherhood of Teamsters
16-CA-302217,08/25/2022,Open,13,"Houston, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302217,Chenega
04-CA-302046,08/25/2022,Open,5,"Wilkes-Barre, PA","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302046,PeopleReady
09-CA-302167,08/25/2022,Open,3000,"Huntington, WV","Region 09, Cincinnati, Ohio",https://www.nlrb.gov/case/09-CA-302167,CABELL HUNTINGTON HOSPITAL
16-CA-302413,08/25/2022,Open,135,"Austin, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302413,Alamo Drafthouse Cinema - South Lamar/Flagship Location
27-CA-302141,08/25/2022,Open,100,"Aurora, CO","Region 27, Denver, Colorado",https://www.nlrb.gov/case/27-CA-302141,United States Postal Service
27-CA-302132,08/25/2022,Open,900,"Aurora, CO","Region 27, Denver, Colorado",https://www.nlrb.gov/case/27-CA-302132,United States Postal Service
16-CA-302234,08/25/2022,Open,250,"Stephenville, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302234,Saint Gobain
16-CB-302312,08/25/2022,Open,85,"Earth, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CB-302312,"International Brotherhood of Electrical Workers, Local 602 (Xcel Energy)"
02-CA-302079,08/25/2022,Open,330,"Manhattan, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CA-302079,Municipal Credit Union
31-CA-302329,08/25/2022,Open,400,"Inglewood, CA","Region 31, Los Angeles, California",https://www.nlrb.gov/case/31-CA-302329,Flying Food Group
18-CA-302076,08/25/2022,Open,180,"Cedar Rapids, IA","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302076,Ingredion
12-CA-302027,08/25/2022,Open,160,"Saint Augustine, FL","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CA-302027,United Parcel Service
10-CA-302094,08/25/2022,Open,500,"Salem, VA","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302094,Yokohama Tire Manufacturing Virginia
32-CA-302379,08/25/2022,Open,10,"Fresno, CA","Region 32, Oakland, California",https://www.nlrb.gov/case/32-CA-302379,Dependable Highway Express
18-CA-302092,08/25/2022,Open,25,"Ankeny, IA","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302092,Casey's General Store Inc.
10-CA-302019,08/25/2022,Open,25,"Columbia, SC","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302019,United States Postal Service
19-CA-302067,08/25/2022,Open,160000,"Seattle, WA","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-302067,Starbucks Corporation
01-CA-302093,08/25/2022,Open,30,"Boston, MA","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-302093,Ascend Cannabis Dispensary
21-CA-302272,08/25/2022,Open,100,"Anaheim, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302272,Anaheim Crest Nursing Center
27-CA-302140,08/25/2022,Open,100,"Aurora, CO","Region 27, Denver, Colorado",https://www.nlrb.gov/case/27-CA-302140,United States Postal Service
14-CA-302119,08/25/2022,Open,100,"Saint Louis, MO","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CA-302119,United States Postal Service
16-CA-302389,08/25/2022,Open,300,"Katy, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302389,CAMERON
16-CB-302394,08/25/2022,Open,10,"Deer Park, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CB-302394,National Association of Letter Carriers (United States Postal Service)
10-CA-302024,08/25/2022,Open,89,"Columbia, SC","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302024,United States Postal Service
22-CB-302040,08/25/2022,Open,12,"Middlesex, NJ","Region 22, Newark, New Jersey",https://www.nlrb.gov/case/22-CB-302040,American Postal Workers Union
10-CB-302089,08/25/2022,Open,40,"Birmingham, AL","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CB-302089,"International Association of Heat and Frost Insulators and Allied Workers, Local Union 78 (Day & Zimmermann)"
21-CA-302224,08/25/2022,Open,20,"Anaheim, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302224,Starbucks Corporation
02-CB-302051,08/25/2022,Open,1,"New York, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CB-302051,32BJ Local Union (Allied Universal Security)
31-CA-302332,08/25/2022,Open,50,"Glendale, CA","Region 31, Los Angeles, California",https://www.nlrb.gov/case/31-CA-302332,United States Postal Service
16-CA-302257,08/25/2022,Open,40,"Austin, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302257,"Via 313 Pizza Restaurant, LLC"
04-CA-302048,08/25/2022,Open,5,"Wilkes-Barre (Township), PA","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302048,Express Employment
22-CA-302037,08/25/2022,Open,22,"Middlesex, NJ","Region 22, Newark, New Jersey",https://www.nlrb.gov/case/22-CA-302037,United States Postal Service
20-CA-302070,08/25/2022,Open,100,"Honolulu, HI","Region 20, San Francisco, California",https://www.nlrb.gov/case/20-CA-302070,Kaiser Permanente Integrated Behavioral Health Hawaii and Kaiser Foundation Health Plans
02-CA-302362,08/25/2022,Open,11,"Manhattan, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CA-302362,BLDG Managment INC.
28-CA-302353,08/25/2022,Open,500,"Albuquerque, NM","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302353,United States Postal Service
16-CA-302198,08/25/2022,Open,1100,"Austin, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302198,"MV Transportation, Inc."
13-CB-302057,08/25/2022,Open,4000,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CB-302057,United Autoworkers Local 551(Ford Motor Company)
21-CA-302245,08/25/2022,Open,100,"Anaheim, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302245,Anaheim Crest Nursing Center
13-CA-302056,08/25/2022,Open,4000,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CA-302056,Ford Motor Company
09-CA-302073,08/25/2022,Open,30,"Columbus, OH","Region 09, Cincinnati, Ohio",https://www.nlrb.gov/case/09-CA-302073,PUMPKIN INSURANCE SERVICES INCORPORATED
27-CA-302124,08/25/2022,Open,270,"Centennial, CO","Region 27, Denver, Colorado",https://www.nlrb.gov/case/27-CA-302124,US Foods
01-CA-302102,08/25/2022,Open,65,"Pawtucket, RI","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-302102,"Northeast Transportation Services, LLC"
22-CA-302031,08/25/2022,Open,250,"Fair Lawn, NJ","Region 22, Newark, New Jersey",https://www.nlrb.gov/case/22-CA-302031,Thermo-Fisher Scientific
04-CA-302054,08/25/2022,Open,150,"Mount Laurel, NJ","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302054,Republic Services of New Jersey
13-CA-302083,08/25/2022,Open,53,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CA-302083,PIL II LP d/b/a Hilton Suites Magnificent Mile
15-CA-302147,08/25/2022,Open,200,"Memphis, TN","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-302147,United States Postal Service
15-CA-302139,08/25/2022,Open,200,"Memphis, TN","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-302139,United States Postal Service
16-CA-302316,08/25/2022,Open,4100,"Amarillo, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302316,"Consolidated Nuclear Security, LLC"
28-CA-302232,08/25/2022,Open,20,"Mesa, AZ","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302232,Starbucks Corporation
12-CB-302213,08/25/2022,Open,300,"Tampa, FL","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CB-302213,American Postal Workers Union(United States Postal Service)
13-CA-302088,08/25/2022,Open,30,"Merrillville, IN","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CA-302088,Comcast
14-CA-302085,08/25/2022,Open,30,"Lenexa, KS","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CA-302085,Minsky's
21-CA-302227,08/25/2022,Open,100,"Anaheim, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302227,Anaheim Crest Nursing Center
10-CA-301930,08/24/2022,Open,500,"Nashville, TN","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-301930,United States Postal Service
04-CA-302036,08/24/2022,Open,500,"New Castle, DE","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302036,United States Postal Service
01-CB-302041,08/24/2022,Open,25,"Portsmouth, RI","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CB-302041,Teamsters Local 251 (First Student Mgmt.)
28-CA-302331,08/24/2022,Open,50,"Tempe, AZ","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302331,"Arizona Fashion Source, LLC"
10-CA-301931,08/24/2022,Open,500,"Nashville, TN","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-301931,United States Postal Service
28-CA-302325,08/24/2022,Open,500,"Albuquerque, NM","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302325,United States Postal Service
09-CA-302163,08/24/2022,Open,3000,"Huntington, WV","Region 09, Cincinnati, Ohio",https://www.nlrb.gov/case/09-CA-302163,CABELL HUNTINGTON HOSPITAL
13-CA-302022,08/24/2022,Open,50,"Wheeling, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CA-302022,Richeleu Foods
04-CB-301963,08/24/2022,Open,5,"Philadelphia, PA","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CB-301963,Longshoreman Local 1291 (Packer Marine Terminal (PMTA))
08-CA-301938,08/24/2022,Open,1000,"Perrysburg, OH","Region 08, Cleveland, Ohio",https://www.nlrb.gov/case/08-CA-301938,"Stellantis and Securitas, Inc., as Joint Employers"
31-CB-302064,08/24/2022,Open,400,"Palos Verdes Estates, CA","Region 31, Los Angeles, California",https://www.nlrb.gov/case/31-CB-302064,"Directors Guild of America, (""DGA"") (Pier Avenue Films)"
02-CA-301954,08/24/2022,Open,100,"New York, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CA-301954,Teacher's College Columbia University
28-CA-302115,08/24/2022,Open,10,"North Las Vegas, NV","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302115,"TSAY Professional Services, Inc."
32-CA-302114,08/24/2022,Open,100,"Oakland, CA","Region 32, Oakland, California",https://www.nlrb.gov/case/32-CA-302114,United States Postal Service
31-CA-302159,08/24/2022,Open,7,"Goleta, CA","Region 31, Los Angeles, California",https://www.nlrb.gov/case/31-CA-302159,Martin Marietta Materials
09-CA-302072,08/24/2022,Open,2500,"Erlanger, KY","Region 09, Cincinnati, Ohio",https://www.nlrb.gov/case/09-CA-302072,DHL Express
05-CA-302003,08/24/2022,Open,12,"Baltimore, MD","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CA-302003,AFSCME Council 67
03-CA-301909,08/24/2022,Open,400,"Castleton-on-Hudson, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-301909,Amazon.com Services LLC
07-CA-301984,08/24/2022,Open,28,"Wyandotte, MI","Region 07, Detroit, Michigan",https://www.nlrb.gov/case/07-CA-301984,AbbVie Pharmacuetical
01-CA-301970,08/24/2022,Closed,1000,"Providence, RI","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-301970,UNITED STATES POSTAL SERVICE
06-CB-301955,08/24/2022,Open,308,"Brockway, PA","Region 06, Pittsburgh, Pennsylvania",https://www.nlrb.gov/case/06-CB-301955,SEIU Healthcare Pennsylvania
15-CA-302014,08/24/2022,Open,200,"Baton Rouge, LA","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-302014,United States Postal Service
05-CB-302131,08/24/2022,Open,25,"Newport News, VA","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CB-302131,United Steel Workers Local 8888 (Newport News Shipyard)
14-CB-301952,08/24/2022,Open,500,"Wichita, KS","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CB-301952,IAM Lodge 70 (Textron)
04-CA-302017,08/24/2022,Open,500,"New Castle, DE","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302017,USPS Delaware P&DC
01-CA-302080,08/24/2022,Open,10,"Stow, MA","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-302080,ET& I Coro
02-CA-302065,08/24/2022,Open,200,"New York, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CA-302065,Prosecur
14-CB-301926,08/24/2022,Open,36,"Oklahoma City, OK","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CB-301926,United States Court Security Officers (Paragon Systems)
21-CA-302034,08/24/2022,Open,20,"San Pedro, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302034,"Centerline Logistics Corporation and Westoil Marine Services, Inc., a single employer"
04-CB-302010,08/24/2022,Open,5,"Lehigh Valley, PA","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CB-302010,"American Postal Workers Union, Lehigh Valley Area Local (United States Postal Service)"
32-CA-302369,08/24/2022,Open,35,"Fallon, NV","Region 32, Oakland, California",https://www.nlrb.gov/case/32-CA-302369,Amentum
31-CB-302254,08/24/2022,Open,75,"Beverly Hills, CA","Region 31, Los Angeles, California",https://www.nlrb.gov/case/31-CB-302254,California Retail & Restaurant Workers Union (Genwa Korean BBQ)
03-CB-301961,08/24/2022,Open,3000,"Albany, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CB-301961,"International Union of Electrical Workers, Local 97 (National Grid)"
07-CA-302243,08/24/2022,Open,30,"Portage, MI","Region 07, Detroit, Michigan",https://www.nlrb.gov/case/07-CA-302243,"Buddy's Holding Company, LLC"
22-CA-301966,08/24/2022,Open,10,"Yardville, NJ","Region 22, Newark, New Jersey",https://www.nlrb.gov/case/22-CA-301966,Yardville Supply Co.
28-CA-302108,08/24/2022,Open,12,"Maricopa, AZ","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302108,Dekra North America
28-CA-302153,08/24/2022,Open,112,"Phoenix, AZ","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302153,Republic Services
25-CA-301951,08/24/2022,Open,2000,"Rockford, IL","Region 25, Indianapolis, Indiana",https://www.nlrb.gov/case/25-CA-301951,UPS
10-CA-301914,08/24/2022,Open,20,"Elizabeth City, NC","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-301914,"Aery Aviation, LLC."
21-CA-302009,08/24/2022,Open,100,"Palm Springs, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302009,Desert Regional Medical Center
16-CB-302204,08/24/2022,Open,10,"Houston, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CB-302204,"National Association of Letter Carriers, Branch 283 (United States Postal Service)"
01-CA-301918,08/24/2022,Open,1000,"Boston, MA","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-301918,United States Postal Service
28-CA-302337,08/24/2022,Open,100,"Los Lunas, NM","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302337,"Direct Line Global, LLC"
15-CA-302013,08/24/2022,Open,80,"Shreveport, LA","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-302013,United Parcel Service
16-CA-302128,08/24/2022,Open,13,"Houston, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302128,Chenega
01-CB-302041,08/24/2022,Open,25,"Portsmouth, RI","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CB-302041,Teamsters Local 251 (First Student Mgmt.)
14-CA-301975,08/24/2022,Open,85,"Saint Louis, MO","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CA-301975,United States Postal Service
27-CB-302042,08/24/2022,Open,150,"Boulder, CO","Region 27, Denver, Colorado",https://www.nlrb.gov/case/27-CB-302042,NALC Branch 642 (United States Postal Service)
05-CB-302131,08/24/2022,Open,25,"Newport News, VA","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CB-302131,United Steel Workers Local 8888 (Newport News Shipyard)
14-CB-301952,08/24/2022,Open,500,"Wichita, KS","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CB-301952,IAM Lodge 70 (Textron)
10-CA-301914,08/24/2022,Open,20,"Elizabeth City, NC","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-301914,"Aery Aviation, LLC."
06-CB-301955,08/24/2022,Open,308,"Brockway, PA","Region 06, Pittsburgh, Pennsylvania",https://www.nlrb.gov/case/06-CB-301955,SEIU Healthcare Pennsylvania
15-CA-302014,08/24/2022,Open,200,"Baton Rouge, LA","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-302014,United States Postal Service
10-CA-301932,08/24/2022,Open,400,"Nashville, TN","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-301932,US Smokeless Tobacco (Altria)
01-CA-301960,08/24/2022,Open,100,"Bangor, ME","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-301960,HOLLYWOOD CASINO BANGOR
03-CA-301917,08/24/2022,Open,400,"Castleton-on-Hudson, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-301917,Amazon.com Services
04-CA-302001,08/24/2022,Open,90,"Philadelphia, PA","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302001,Working America AFL-CIO
09-CA-302165,08/24/2022,Open,500,"Columbus, OH","Region 09, Cincinnati, Ohio",https://www.nlrb.gov/case/09-CA-302165,TFORCE FREIGHT
01-CA-301998,08/24/2022,Open,1000,"Boston, MA","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-301998,United States Postal Service
01-CA-302080,08/24/2022,Open,10,"Stow, MA","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-302080,ET& I Coro
04-CA-302017,08/24/2022,Open,500,"New Castle, DE","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302017,USPS Delaware P&DC
28-CA-302049,08/24/2022,Open,50,"Phoenix, AZ","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302049,Marketech International Corporation USA
21-CA-302034,08/24/2022,Open,20,"San Pedro, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302034,"Centerline Logistics Corporation and Westoil Marine Services, Inc., a single employer"
27-CA-301968,08/24/2022,Open,10,"Grand Junction, CO","Region 27, Denver, Colorado",https://www.nlrb.gov/case/27-CA-301968,"Colorado Security Professionals, Inc."
32-CA-302419,08/24/2022,Open,80,"Alameda, CA","Region 32, Oakland, California",https://www.nlrb.gov/case/32-CA-302419,SEIU United Service Workers West
21-CA-302023,08/24/2022,Open,11,"National City, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302023,"Four Seasons Fresh Transport, LLC"
06-CB-301962,08/24/2022,Open,1,"Wheeling, WV","Region 06, Pittsburgh, Pennsylvania",https://www.nlrb.gov/case/06-CB-301962,CWA Local 2006 (Frontier Communications)
04-CA-302036,08/24/2022,Open,500,"New Castle, DE","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302036,United States Postal Service
